debugVX780Q:debugHBHA8P,initialized,0,,1604087127337
debugVX780Q:debugHBHA8P,window_resize,0,"[1024, 768]",1604087127337
debugVX780Q:debugHBHA8P,focus,83,on,1604087127420
debugWUH0XH:debugBNDMSQ,initialized,0,,1604087363699
debugWUH0XH:debugBNDMSQ,window_resize,0,"[1024, 768]",1604087363699
debugWUH0XH:debugBNDMSQ,focus,75,on,1604087363774
debugKWYJF3:debug4CMI5C,initialized,0,,1604087463584
debugKWYJF3:debug4CMI5C,window_resize,0,"[1024, 768]",1604087463584
debugKWYJF3:debug4CMI5C,focus,75,on,1604087463659
debug3Y1Z7G:debugI1NPT7,initialized,0,,1604087668427
debug3Y1Z7G:debugI1NPT7,window_resize,0,"[1024, 768]",1604087668427
debug3Y1Z7G:debugI1NPT7,focus,84,on,1604087668511
debugYL03MJ:debugY4YN0P,initialized,0,,1604088367678
debugYL03MJ:debugY4YN0P,window_resize,1,"[1024, 768]",1604088367679
debugYL03MJ:debugY4YN0P,focus,92,on,1604088367771
debugE8QMT3:debugJAA2SX,initialized,0,,1604088641477
debugE8QMT3:debugJAA2SX,window_resize,1,"[1024, 768]",1604088641478
debugE8QMT3:debugJAA2SX,focus,93,on,1604088641571
debug3AYPTQ:debugHYJU1Z,initialized,0,,1604089365190
debug3AYPTQ:debugHYJU1Z,window_resize,0,"[1024, 768]",1604089365190
debug3AYPTQ:debugHYJU1Z,focus,81,on,1604089365271
debug5L7TKB:debug11PQ64,initialized,0,,1604089682239
debug5L7TKB:debug11PQ64,window_resize,0,"[1024, 768]",1604089682239
debug5L7TKB:debug11PQ64,focus,88,on,1604089682327
debug5L7TKB:debug11PQ64,focus,93949,off,1604089776276
debug5L7TKB:debug11PQ64,focus,1499,on,1604089777775
debug4VRG90:debug88EWL2,initialized,0,,1604090425602
debug4VRG90:debug88EWL2,window_resize,1,"[1024, 768]",1604090425603
debug4VRG90:debug88EWL2,focus,86,on,1604090425689
debug44J38L:debug3RJL6Z,initialized,0,,1604090980560
debug44J38L:debug3RJL6Z,window_resize,0,"[1024, 768]",1604090980560
debug44J38L:debug3RJL6Z,focus,85,on,1604090980645
debugDBDUB3:debugXLQNJY,initialized,0,,1604091325026
debugDBDUB3:debugXLQNJY,window_resize,0,"[1024, 768]",1604091325026
debugDBDUB3:debugXLQNJY,focus,96,on,1604091325122
debugFKRJR6:debugJPCZQK,initialized,0,,1604091491459
debugFKRJR6:debugJPCZQK,window_resize,0,"[1024, 768]",1604091491459
debugFKRJR6:debugJPCZQK,focus,80,on,1604091491539
debugKI2KVH:debugR3NCEP,initialized,0,,1604091853464
debugKI2KVH:debugR3NCEP,window_resize,0,"[1024, 768]",1604091853464
debugKI2KVH:debugR3NCEP,focus,98,on,1604091853562
debug6SFR4D:debugI2MERF,initialized,0,,1604092414136
debug6SFR4D:debugI2MERF,window_resize,1,"[1024, 768]",1604092414137
debug6SFR4D:debugI2MERF,focus,92,on,1604092414229
debug6SFR4D:debugI2MERF,focus,121393,off,1604092535622
debug6SFR4D:debugI2MERF,focus,42115,on,1604092577737
debug6SFR4D:debugI2MERF,focus,31039,off,1604092608776
debug6SFR4D:debugI2MERF,focus,94870,on,1604092703646
debug6SFR4D:debugI2MERF,window_resize,5658,"[1024, 518]",1604092709304
debug6SFR4D:debugI2MERF,focus,231,off,1604092709535
debug6SFR4D:debugI2MERF,focus,53347,on,1604092762882
debug6SFR4D:debugI2MERF,focus,4058,off,1604092766940
debug6SFR4D:debugI2MERF,focus,15212,on,1604092782152
debug6SFR4D:debugI2MERF,focus,3623,off,1604092785775
debug6SFR4D:debugI2MERF,focus,10333,on,1604092796108
debug213TPL:debugEQ1NJ0,initialized,0,,1604093055966
debug213TPL:debugEQ1NJ0,window_resize,0,"[1024, 768]",1604093055966
debug213TPL:debugEQ1NJ0,focus,94,on,1604093056060
debugAFR0V4:debug7WXK6A,initialized,0,,1604094088295
debugAFR0V4:debug7WXK6A,window_resize,0,"[1024, 768]",1604094088295
debugAFR0V4:debug7WXK6A,focus,64,on,1604094088359
debugR9GYII:debug715HDF,initialized,0,,1604094317559
debugR9GYII:debug715HDF,window_resize,0,"[1024, 768]",1604094317559
debugR9GYII:debug715HDF,focus,63,on,1604094317622
debug9Z2PT8:debugQBS9RK,initialized,0,,1604094401414
debug9Z2PT8:debugQBS9RK,window_resize,0,"[1024, 768]",1604094401414
debug9Z2PT8:debugQBS9RK,focus,64,on,1604094401478
debugLVPXKE:debug1N61BM,initialized,0,,1604094977369
debugLVPXKE:debug1N61BM,window_resize,0,"[1024, 768]",1604094977369
debugLVPXKE:debug1N61BM,focus,62,on,1604094977431
debugHOT3XM:debugOTT8H0,initialized,0,,1604095131982
debugHOT3XM:debugOTT8H0,window_resize,0,"[1024, 768]",1604095131982
debugHOT3XM:debugOTT8H0,focus,68,on,1604095132050
debug5Y3CDD:debugTB34TQ,initialized,0,,1604095820004
debug5Y3CDD:debugTB34TQ,window_resize,0,"[1024, 768]",1604095820004
debug5Y3CDD:debugTB34TQ,focus,59,on,1604095820063
debugX2GU2R:debugMY5XXN,initialized,0,,1604095854462
debugX2GU2R:debugMY5XXN,window_resize,0,"[1024, 768]",1604095854462
debugX2GU2R:debugMY5XXN,focus,47,on,1604095854509
debugCNP3TN:debugBMKUB7,initialized,0,,1604095879682
debugCNP3TN:debugBMKUB7,window_resize,0,"[1024, 768]",1604095879682
debugCNP3TN:debugBMKUB7,focus,106,on,1604095879788
debugCNP3TN:debugBMKUB7,focus,169322,off,1604096049110
debugCNP3TN:debugBMKUB7,focus,9855,on,1604096058965
debugCNP3TN:debugBMKUB7,focus,39213,off,1604096098178
debugCNP3TN:debugBMKUB7,focus,13345,on,1604096111523
debugCNP3TN:debugBMKUB7,focus,16447,off,1604096127970
debugCNP3TN:debugBMKUB7,focus,15040,on,1604096143010
debug1O9OA7:debugR539Z9,initialized,0,,1604096456245
debug1O9OA7:debugR539Z9,window_resize,0,"[1024, 768]",1604096456245
debug1O9OA7:debugR539Z9,focus,61,on,1604096456306
debug1O9OA7:debugR539Z9,focus,173916,off,1604096630222
debug1O9OA7:debugR539Z9,focus,69832,on,1604096700054
debugTSV1E8:debugI0XN6A,initialized,0,,1604097051518
debugTSV1E8:debugI0XN6A,window_resize,0,"[1024, 768]",1604097051518
debugTSV1E8:debugI0XN6A,focus,154,on,1604097051672
debugQFOK47:debugE0YCGH,initialized,0,,1604097314409
debugQFOK47:debugE0YCGH,window_resize,0,"[1024, 768]",1604097314409
debugQFOK47:debugE0YCGH,focus,71,on,1604097314480
debugXFBXKL:debugAV97GH,initialized,0,,1604200631230
debugXFBXKL:debugAV97GH,window_resize,0,"[1024, 768]",1604200631230
debugXFBXKL:debugAV97GH,focus,68,on,1604200631298
debugXFBXKL:debugAV97GH,focus,1061,off,1604200632359
debugXFBXKL:debugAV97GH,focus,895,on,1604200633254
debugXFBXKL:debugAV97GH,window_resize,195,"[1920, 941]",1604200633449
debugXFBXKL:debugAV97GH,focus,42511,off,1604200675960
debugXFBXKL:debugAV97GH,focus,968,on,1604200676928
debugXFBXKL:debugAV97GH,focus,1101,off,1604200678029
debugXFBXKL:debugAV97GH,focus,621,on,1604200678650
debugXFBXKL:debugAV97GH,focus,4022,off,1604200682672
debugXFBXKL:debugAV97GH,focus,966,on,1604200683638
debugXFBXKL:debugAV97GH,focus,6182,off,1604200689820
debugXFBXKL:debugAV97GH,focus,3558,on,1604200693378
debugXFBXKL:debugAV97GH,focus,14763,off,1604200708141
debugXFBXKL:debugAV97GH,focus,15912,on,1604200724053
debug8621H4:debug76WQ0P,initialized,0,,1604206644532
debug8621H4:debug76WQ0P,window_resize,1,"[1024, 768]",1604206644533
debug8621H4:debug76WQ0P,focus,69,on,1604206644602
debugOWUR5V:debugEAC1LT,initialized,0,,1604207489240
debugOWUR5V:debugEAC1LT,window_resize,0,"[1024, 768]",1604207489240
debugOWUR5V:debugEAC1LT,focus,74,on,1604207489314
debugOWUR5V:debugEAC1LT,focus,29906,off,1604207519220
debugOWUR5V:debugEAC1LT,focus,110,on,1604207519330
debugOWUR5V:debugEAC1LT,focus,2004,off,1604207521334
debugOWUR5V:debugEAC1LT,focus,1064,on,1604207522398
debugP6KPUF:debugS64A18,initialized,0,,1604208043798
debugP6KPUF:debugS64A18,window_resize,0,"[1024, 768]",1604208043798
debugP6KPUF:debugS64A18,focus,67,on,1604208043865
